,steps,words,feedback,ncands
157,3,"['nares', 'coyer', 'perch']","['XXGYX', 'YXXYY', 'GGGGG']","[24, 1, 1]"
158,3,"['nares', 'citer', 'retch']","['XXYYX', 'YXGYY', 'GGGGG']","[75, 1, 1]"
159,4,"['nares', 'citer', 'route', 'wrote']","['XXYYX', 'XXYYY', 'YYXGG', 'GGGGG']","[75, 10, 1, 1]"
160,4,"['nares', 'oculi', 'block', 'clock']","['XXXXX', 'YYXYX', 'XGGGG', 'GGGGG']","[219, 4, 2, 2]"
161,3,"['nares', 'tiled', 'tilde']","['XXXYX', 'GGGYY', 'GGGGG']","[140, 1, 1]"
162,4,"['nares', 'prose', 'score', 'store']","['XXYYY', 'XYGYG', 'GXGGG', 'GGGGG']","[14, 4, 3, 3]"
163,3,"['nares', 'citer', 'prove']","['XXYYX', 'XXXYY', 'GGGGG']","[75, 20, 20]"
164,3,"['nares', 'groin', 'bring']","['YXYXX', 'YGXYY', 'GGGGG']","[35, 2, 2]"
165,3,"['nares', 'telos', 'solve']","['XXXYY', 'XYGYY', 'GGGGG']","[68, 1, 1]"
166,4,"['nares', 'dealt', 'wheat', 'cheat']","['XYXYX', 'XYYXG', 'XGGGG', 'GGGGG']","[90, 2, 1, 1]"
167,4,"['nares', 'citer', 'pride', 'grime']","['XXYYX', 'XYXYY', 'XGGXG', 'GGGGG']","[75, 9, 2, 2]"
168,4,"['nares', 'tiled', 'flute', 'exult']","['XXXYX', 'YXYYX', 'XYGYY', 'GGGGG']","[140, 6, 1, 1]"
169,4,"['nares', 'sower', 'ester', 'usher']","['XXYGY', 'YXXGG', 'YGXGG', 'GGGGG']","[16, 4, 1, 1]"
170,5,"['nares', 'tiled', 'gecko', 'coupe', 'epoch']","['XXXYX', 'XXXYX', 'XYYXY', 'YYXYY', 'GGGGG']","[140, 16, 2, 1, 1]"
171,4,"['nares', 'actor', 'trial', 'triad']","['XYYXX', 'YXYXY', 'GGGGX', 'GGGGG']","[71, 11, 1, 1]"
172,4,"['nares', 'tared', 'lacer', 'break']","['XYYYX', 'XYYYX', 'XYXYY', 'GGGGG']","[63, 37, 19, 19]"
173,4,"['nares', 'groin', 'minor', 'rhino']","['YXYXX', 'XYYYY', 'XYYYY', 'GGGGG']","[35, 3, 2, 2]"
174,4,"['nares', 'coral', 'rural', 'viral']","['XYGXX', 'XXGGG', 'YXGGG', 'GGGGG']","[12, 3, 1, 1]"
175,3,"['nares', 'colin', 'conic']","['YXXXX', 'GGXGY', 'GGGGG']","[99, 1, 1]"
176,4,"['nares', 'saute', 'false', 'masse']","['XGXYY', 'YGXXG', 'XGXGG', 'GGGGG']","[14, 3, 1, 1]"
177,3,"['nares', 'suint', 'sonic']","['YXXXY', 'GXYYX', 'GGGGG']","[35, 1, 1]"
178,3,"['nares', 'octal', 'vital']","['XYXXX', 'XXGGG', 'GGGGG']","[94, 1, 1]"
179,4,"['nares', 'tared', 'treat', 'trace']","['XYYYX', 'GYYYX', 'GGYYY', 'GGGGG']","[63, 3, 1, 1]"
180,3,"['nares', 'suint', 'using']","['YXXXY', 'YYGGX', 'GGGGG']","[35, 1, 1]"
181,3,"['nares', 'dealt', 'peach']","['XYXYX', 'XGGXX', 'GGGGG']","[90, 6, 6]"
182,3,"['nares', 'octal', 'champ']","['XYXXX', 'XYXYX', 'GGGGG']","[94, 5, 5]"
183,4,"['nares', 'canty', 'jaunt', 'baton']","['YGXXX', 'XGYYX', 'XGXYY', 'GGGGG']","[37, 11, 2, 2]"
184,5,"['nares', 'tared', 'lacer', 'break', 'brake']","['XYYYX', 'XYYYX', 'XYXYY', 'GGYYY', 'GGGGG']","[63, 37, 19, 1, 1]"
185,4,"['nares', 'oculi', 'clump', 'pluck']","['XXXXX', 'XYGYX', 'YGGXY', 'GGGGG']","[219, 3, 1, 1]"
186,4,"['nares', 'tared', 'lacer', 'craze']","['XYYYX', 'XYYYX', 'XYYYY', 'GGGGG']","[63, 37, 7, 7]"
187,4,"['nares', 'citer', 'pride', 'gripe']","['XXYYX', 'XYXYY', 'YGGXG', 'GGGGG']","[75, 9, 1, 1]"
188,6,"['nares', 'tared', 'lacer', 'break', 'aware', 'weary']","['XYYYX', 'XYYYX', 'XYXYY', 'XYYYX', 'YYGGY', 'GGGGG']","[63, 37, 19, 5, 1, 1]"
189,4,"['nares', 'oculi', 'thick', 'picky']","['XXXXX', 'XYXXY', 'XXYYY', 'GGGGG']","[219, 11, 1, 1]"
190,3,"['nares', 'dealt', 'acute']","['XYXYX', 'XYYXY', 'GGGGG']","[90, 3, 3]"
191,5,"['nares', 'coyer', 'perky', 'derby', 'ferry']","['XXGYX', 'XXYYY', 'XGGXG', 'XGGXG', 'GGGGG']","[24, 6, 4, 2, 2]"
192,4,"['nares', 'tesla', 'phase', 'aside']","['XYXYY', 'XYYXY', 'XXYYG', 'GGGGG']","[42, 16, 1, 1]"
193,3,"['nares', 'aroid', 'tapir']","['XGYXX', 'YYXGX', 'GGGGG']","[23, 1, 1]"
194,3,"['nares', 'triol', 'troll']","['XXYXX', 'GGXYG', 'GGGGG']","[93, 1, 1]"
195,4,"['nares', 'colin', 'tying', 'unify']","['YXXXX', 'XXXYY', 'XYGYX', 'GGGGG']","[99, 15, 1, 1]"
196,3,"['nares', 'press', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
197,4,"['nares', 'toils', 'south', 'boost']","['XXXXY', 'YGXXY', 'YGXYX', 'GGGGG']","[115, 5, 1, 1]"
198,3,"['nares', 'cross', 'truss']","['XXYXG', 'XGXGG', 'GGGGG']","[4, 1, 1]"
199,4,"['nares', 'telos', 'spike', 'siege']","['XXXYY', 'XYXXY', 'GXYXG', 'GGGGG']","[68, 8, 2, 2]"
200,4,"['nares', 'reoil', 'fried', 'tiger']","['XXYGX', 'YYXYX', 'XYYGX', 'GGGGG']","[96, 19, 5, 5]"
201,5,"['nares', 'canty', 'manga', 'banjo', 'banal']","['YGXXX', 'XGGXX', 'XGGXY', 'GGGXX', 'GGGGG']","[37, 5, 2, 1, 1]"
202,4,"['nares', 'toils', 'plush', 'slump']","['XXXXY', 'XXXYY', 'YGGYX', 'GGGGG']","[115, 6, 1, 1]"
203,4,"['nares', 'grand', 'frank', 'crank']","['YYYXX', 'XGGGX', 'XGGGG', 'GGGGG']","[21, 3, 2, 2]"
204,3,"['nares', 'coyer', 'gorge']","['XXGYX', 'XGXYY', 'GGGGG']","[24, 4, 4]"
