,steps,words,feedback,ncands
63,4,"['tores', 'briar', 'grain', 'drain']","['XXYXX', 'XGYYY', 'XGGGG', 'GGGGG']","[97, 4, 1, 1]"
64,5,"['tores', 'rearm', 'pride', 'brine', 'bribe']","['XXYYX', 'YYXYX', 'XGGXG', 'GGGXG', 'GGGGG']","[93, 14, 3, 1, 1]"
65,2,"['tores', 'stout']","['YYXXY', 'GGGGG']","[17, 17]"
66,4,"['tores', 'level', 'expel', 'panel']","['XXXGX', 'YYXGG', 'YXYGG', 'GGGGG']","[55, 11, 1, 1]"
67,2,"['tores', 'crass']","['XXYXG', 'GGGGG']","[3, 3]"
68,4,"['tores', 'melee', 'flame', 'flume']","['XXXYX', 'YYYYG', 'GGXGG', 'GGGGG']","[196, 6, 1, 1]"
69,3,"['tores', 'aloof', 'offal']","['XYXXX', 'YYYYY', 'GGGGG']","[66, 1, 1]"
70,3,"['tores', 'parer', 'agree']","['XXGGX', 'XYGGY', 'GGGGG']","[6, 1, 1]"
71,2,"['tores', 'error']","['XYGYX', 'GGGGG']","[2, 2]"
72,4,"['tores', 'shark', 'slurp', 'swirl']","['XXYXY', 'GXXGX', 'GYXGX', 'GGGGG']","[26, 3, 1, 1]"
73,4,"['tores', 'rearm', 'break', 'argue']","['XXYYX', 'YYYYX', 'XGYYX', 'GGGGG']","[93, 9, 1, 1]"
74,3,"['tores', 'level', 'bleed']","['XXXGX', 'YYXGY', 'GGGGG']","[55, 7, 7]"
75,3,"['tores', 'elate', 'delta']","['YXXYX', 'YYYGY', 'GGGGG']","[69, 1, 1]"
76,4,"['tores', 'canny', 'mulch', 'flick']","['XXXXX', 'YXXXX', 'XXYGX', 'GGGGG']","[246, 9, 1, 1]"
77,2,"['tores', 'totem']","['GGXGX', 'GGGGG']","[3, 3]"
78,3,"['tores', 'rower', 'wooer']","['XGYGX', 'YGYGG', 'GGGGG']","[19, 1, 1]"
79,3,"['tores', 'droit', 'front']","['YYYXX', 'XGGXG', 'GGGGG']","[10, 2, 2]"
80,3,"['tores', 'scrum', 'shrub']","['XXGXY', 'GXGGX', 'GGGGG']","[12, 3, 3]"
81,4,"['tores', 'carry', 'marry', 'parry']","['XXGXX', 'XGGGG', 'XGGGG', 'GGGGG']","[29, 3, 2, 2]"
82,4,"['tores', 'elope', 'abode', 'biome']","['XYXYX', 'YXGXG', 'XYGXG', 'GGGGG']","[45, 10, 1, 1]"
83,4,"['tores', 'level', 'label', 'lapel']","['XXXGX', 'GYXGG', 'GGXGG', 'GGGGG']","[55, 3, 1, 1]"
