,steps,words,feedback,ncands
175,3,"['reais', 'civic', 'conic']","['XXXGX', 'GYXGG', 'GGGGG']","[40, 4, 4]"
176,2,"['reais', 'masse']","['XYYXY', 'GGGGG']","[28, 28]"
177,3,"['reais', 'stoic', 'sonic']","['XXXGY', 'GXYGG', 'GGGGG']","[9, 1, 1]"
178,3,"['reais', 'axial', 'vital']","['XXYYX', 'YXYGG', 'GGGGG']","[29, 3, 3]"
179,3,"['reais', 'grace', 'trace']","['YYGXX', 'XGGGG', 'GGGGG']","[22, 2, 2]"
180,3,"['reais', 'sissy', 'using']","['XXXYY', 'YYYYX', 'GGGGG']","[53, 1, 1]"
181,4,"['reais', 'leave', 'heath', 'peach']","['XGGXX', 'XGGXY', 'YGGXG', 'GGGGG']","[21, 9, 2, 2]"
182,3,"['reais', 'clank', 'champ']","['XXGXX', 'GXGXX', 'GGGGG']","[33, 3, 3]"
183,4,"['reais', 'canal', 'taunt', 'baton']","['XXYXX', 'XGYYX', 'YGXYY', 'GGGGG']","[150, 10, 1, 1]"
184,4,"['reais', 'grace', 'drake', 'brake']","['YYGXX', 'XGGXG', 'XGGGG', 'GGGGG']","[22, 6, 1, 1]"
185,4,"['reais', 'booty', 'cluck', 'pluck']","['XXXXX', 'XXXXX', 'YGGGG', 'GGGGG']","[168, 19, 1, 1]"
186,4,"['reais', 'grace', 'crate', 'craze']","['YYGXX', 'XGGYG', 'GGGXG', 'GGGGG']","[22, 4, 3, 3]"
187,5,"['reais', 'drier', 'trite', 'prime', 'gripe']","['YYXYX', 'XGGYY', 'XGGXG', 'YGGXG', 'GGGGG']","[53, 14, 9, 1, 1]"
188,4,"['reais', 'heard', 'yearn', 'weary']","['YGGXX', 'XGGGX', 'YGGGX', 'GGGGG']","[8, 5, 2, 2]"
189,3,"['reais', 'icily', 'picky']","['XXXYX', 'YYYXG', 'GGGGG']","[118, 1, 1]"
190,4,"['reais', 'eagle', 'abode', 'acute']","['XYYXX', 'YYXXG', 'GXXXG', 'GGGGG']","[90, 7, 1, 1]"
191,3,"['reais', 'merry', 'ferry']","['YGXXX', 'XGGGG', 'GGGGG']","[34, 2, 2]"
192,2,"['reais', 'aside']","['XYYYY', 'GGGGG']","[2, 2]"
193,3,"['reais', 'nadir', 'tapir']","['YXYGX', 'XGXGG', 'GGGGG']","[3, 1, 1]"
194,5,"['reais', 'error', 'crown', 'trout', 'troll']","['YXXXX', 'XGYYY', 'XGGXX', 'GGGXY', 'GGGGG']","[103, 25, 9, 1, 1]"
195,3,"['reais', 'icily', 'unify']","['XXXYX', 'YXGXG', 'GGGGG']","[118, 3, 3]"
196,2,"['reais', 'rebus']","['GGXXG', 'GGGGG']","[1, 1]"
197,3,"['reais', 'slosh', 'boost']","['XXXXY', 'YXGGX', 'GGGGG']","[89, 1, 1]"
198,3,"['reais', 'dross', 'truss']","['YXXXG', 'XGXGG', 'GGGGG']","[5, 1, 1]"
199,3,"['reais', 'spine', 'siege']","['XYXYY', 'GXYXG', 'GGGGG']","[28, 2, 2]"
200,5,"['reais', 'drier', 'finer', 'giver', 'tiger']","['YYXYX', 'XYYGG', 'XGXGG', 'YGXGG', 'GGGGG']","[53, 16, 6, 1, 1]"
201,3,"['reais', 'canal', 'banal']","['XXYXX', 'XGGGG', 'GGGGG']","[150, 1, 1]"
202,4,"['reais', 'slosh', 'slung', 'slump']","['XXXXY', 'GGXYX', 'GGGXX', 'GGGGG']","[89, 4, 1, 1]"
203,4,"['reais', 'drama', 'crack', 'crank']","['YXGXX', 'XGGXY', 'GGGYG', 'GGGGG']","[44, 20, 1, 1]"
204,3,"['reais', 'freer', 'gorge']","['YYXXX', 'XYYYY', 'GGGGG']","[108, 8, 8]"
205,4,"['reais', 'freer', 'every', 'query']","['YYXXX', 'XYGYY', 'YXGGG', 'GGGGG']","[108, 7, 1, 1]"
206,4,"['reais', 'prior', 'brink', 'drink']","['YXXYX', 'XGGXY', 'XGGGG', 'GGGGG']","[41, 16, 1, 1]"
207,5,"['reais', 'array', 'labor', 'major', 'favor']","['YXYXX', 'YYYYX', 'XGXGG', 'XGXGG', 'GGGGG']","[60, 11, 4, 2, 2]"
208,5,"['reais', 'eagle', 'ahead', 'apnea', 'abbey']","['XYYXX', 'YYXXY', 'GXYYX', 'GXXGY', 'GGGGG']","[90, 14, 3, 1, 1]"
