steps,words,feedback,ncands
3,"['soare', 'clint', 'pilot']","['XYXXX', 'XYYXG', 'GGGGG']","[56, 1, 1]"
3,"['soare', 'lited', 'tweed']","['XXXXY', 'XXYGG', 'GGGGG']","[120, 1, 1]"
3,"['soare', 'tawny', 'comet']","['XGXXY', 'YXXXX', 'GGGGG']","[26, 4, 4]"
6,"['soare', 'linty', 'daunt', 'gaunt', 'haunt', 'jaunt']","['XXYXX', 'XXYYX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[138, 6, 5, 4, 3, 3]"
3,"['soare', 'intel', 'enema']","['XXYXY', 'XGXYX', 'GGGGG']","[68, 2, 2]"
3,"['soare', 'clept', 'steed']","['GXXXY', 'XXGXY', 'GGGGG']","[35, 2, 2]"
3,"['soare', 'unity', 'abyss']","['YXYXX', 'XXXXY', 'GGGGG']","[23, 1, 1]"
3,"['soare', 'ungot', 'growl']","['XYXYX', 'XXYYX', 'GGGGG']","[59, 1, 1]"
4,"['soare', 'lindy', 'cling', 'fling']","['XXXXX', 'YYYXX', 'XGGGG', 'GGGGG']","[183, 8, 1, 1]"
4,"['soare', 'tawny', 'coven', 'dozen']","['XGXXY', 'XXXYX', 'XGXGG', 'GGGGG']","[26, 3, 1, 1]"
3,"['soare', 'glout', 'boozy']","['XGXXX', 'XXGXX', 'GGGGG']","[87, 6, 6]"
4,"['soare', 'prove', 'drone', 'erode']","['XYXYG', 'XGGXG', 'YGGXG', 'GGGGG']","[14, 6, 1, 1]"
4,"['soare', 'derth', 'wordy', 'world']","['XGXYX', 'YXGXX', 'GGGYX', 'GGGGG']","[26, 2, 1, 1]"
3,"['soare', 'vogue', 'gouge']","['XGXXG', 'XGYYG', 'GGGGG']","[10, 1, 1]"
4,"['soare', 'lindy', 'blitz', 'click']","['XXXXX', 'YYXXX', 'XGGXX', 'GGGGG']","[183, 14, 3, 3]"
3,"['soare', 'diram', 'briar']","['XXYYX', 'XYYGX', 'GGGGG']","[42, 3, 3]"
4,"['soare', 'talky', 'after', 'great']","['XXYYY', 'YYXXX', 'YXYYY', 'GGGGG']","[61, 2, 1, 1]"
4,"['soare', 'diram', 'lunar', 'altar']","['XXYYX', 'XXYGX', 'YXXGG', 'GGGGG']","[42, 4, 1, 1]"
4,"['soare', 'lindy', 'bully', 'pulpy']","['XXXXX', 'YXXXG', 'XGGYG', 'GGGGG']","[183, 5, 1, 1]"
4,"['soare', 'churn', 'blurb', 'blurt']","['XXXGX', 'XXGGX', 'GGGGY', 'GGGGG']","[13, 2, 1, 1]"
3,"['soare', 'boast', 'coast']","['YGGXX', 'XGGGG', 'GGGGG']","[3, 2, 2]"
4,"['soare', 'lindy', 'dummy', 'duchy']","['XXXXX', 'XXXYG', 'GGXXG', 'GGGGG']","[183, 4, 1, 1]"
4,"['soare', 'ungot', 'grown', 'groin']","['XYXYX', 'XYYYX', 'GGGXG', 'GGGGG']","[59, 4, 1, 1]"
6,"['soare', 'tepid', 'finer', 'fiber', 'filer', 'fixer']","['XXXYY', 'XYXYX', 'GGXGG', 'GGXGG', 'GGXGG', 'GGGGG']","[117, 16, 3, 2, 1, 1]"
3,"['soare', 'ungot', 'group']","['XYXYX', 'YXYYX', 'GGGGG']","[59, 1, 1]"
3,"['soare', 'forge', 'rogue']","['XGXYG', 'XGYYG', 'GGGGG']","[9, 1, 1]"
4,"['soare', 'linty', 'balmy', 'badly']","['XXYXX', 'YXXXG', 'GGYXG', 'GGGGG']","[138, 8, 1, 1]"
3,"['soare', 'shark', 'smart']","['GXGGX', 'GXGGX', 'GGGGG']","[11, 6, 6]"
3,"['soare', 'lindy', 'pithy']","['XXXXX', 'XGXXG', 'GGGGG']","[183, 11, 11]"
5,"['soare', 'linty', 'bawdy', 'caddy', 'gaudy']","['XXYXX', 'XXXXG', 'XGXGG', 'XGYGG', 'GGGGG']","[138, 12, 4, 1, 1]"
5,"['soare', 'lindy', 'blitz', 'chili', 'chill']","['XXXXX', 'YYXXX', 'XYGXX', 'GGGGY', 'GGGGG']","[183, 14, 3, 1, 1]"
3,"['soare', 'tenor', 'heron']","['XYXYY', 'XGYGY', 'GGGGG']","[13, 1, 1]"
4,"['soare', 'octal', 'dogma', 'vodka']","['XGYXX', 'YXXYX', 'YGXXG', 'GGGGG']","[21, 2, 1, 1]"
3,"['soare', 'tepid', 'finer']","['XXXYY', 'XYXYX', 'GGGGG']","[117, 16, 16]"
4,"['soare', 'serif', 'screw', 'surer']","['GXXYY', 'GYGXX', 'GXGGX', 'GGGGG']","[13, 3, 1, 1]"
3,"['soare', 'vapor', 'radio']","['XYYYX', 'XGXYY', 'GGGGG']","[27, 3, 3]"
3,"['soare', 'forge', 'rouge']","['XGXYG', 'XGYGG', 'GGGGG']","[9, 1, 1]"
3,"['soare', 'tepid', 'perch']","['XXXYY', 'XGYXX', 'GGGGG']","[117, 2, 2]"
4,"['soare', 'tepid', 'beret', 'retch']","['XXXYY', 'YGXXX', 'XGYYY', 'GGGGG']","[117, 6, 1, 1]"
6,"['soare', 'prove', 'drone', 'broke', 'froze', 'wrote']","['XYXYG', 'XGGXG', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGGG']","[14, 6, 3, 2, 1, 1]"
3,"['soare', 'clint', 'clock']","['XYXXX', 'GGXXX', 'GGGGG']","[56, 2, 2]"
4,"['soare', 'glint', 'lithe', 'tilde']","['XXXXG', 'XYYXY', 'YGYXG', 'GGGGG']","[79, 3, 1, 1]"
6,"['soare', 'score', 'shore', 'snore', 'spore', 'store']","['GYXGG', 'GXGGG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[6, 5, 4, 3, 2, 2]"
2,"['soare', 'prove']","['XYXYG', 'GGGGG']","[14, 14]"
3,"['soare', 'cling', 'bring']","['XXXYX', 'XXGGG', 'GGGGG']","[57, 2, 2]"
2,"['soare', 'solve']","['GGXXG', 'GGGGG']","[1, 1]"
3,"['soare', 'intel', 'cheat']","['XXYXY', 'XXYYX', 'GGGGG']","[68, 6, 6]"
5,"['soare', 'tepid', 'brine', 'crime', 'grime']","['XXXYG', 'XYXYX', 'XGGXG', 'XGGGG', 'GGGGG']","[39, 6, 2, 1, 1]"
4,"['soare', 'lited', 'cleft', 'exult']","['XXXXY', 'YXYYX', 'XYYXG', 'GGGGG']","[120, 4, 1, 1]"
3,"['soare', 'reset', 'usher']","['YXXYY', 'YYYGX', 'GGGGG']","[15, 1, 1]"
3,"['soare', 'cymol', 'epoch']","['XYXXY', 'YXXYX', 'GGGGG']","[25, 3, 3]"
3,"['soare', 'diram', 'triad']","['XXYYX', 'YYYGX', 'GGGGG']","[42, 1, 1]"
3,"['soare', 'talky', 'break']","['XXYYY', 'XYXYX', 'GGGGG']","[61, 4, 4]"
4,"['soare', 'ungot', 'frond', 'rhino']","['XYXYX', 'XYXYX', 'XYYGX', 'GGGGG']","[59, 8, 1, 1]"
3,"['soare', 'diram', 'viral']","['XXYYX', 'XGGGX', 'GGGGG']","[42, 1, 1]"
5,"['soare', 'glout', 'conch', 'condo', 'conic']","['XGXXX', 'XXYXX', 'GGGYX', 'GGGXY', 'GGGGG']","[87, 12, 2, 1, 1]"
4,"['soare', 'abuse', 'false', 'masse']","['YXYXG', 'YXXGG', 'XGXGG', 'GGGGG']","[15, 3, 1, 1]"
4,"['soare', 'sooty', 'solid', 'sonic']","['GGXXX', 'GGYXX', 'GGXGX', 'GGGGG']","[7, 3, 1, 1]"
4,"['soare', 'linty', 'tidal', 'vital']","['XXYXX', 'YGXYX', 'YGXGG', 'GGGGG']","[138, 2, 1, 1]"
4,"['soare', 'grace', 'brace', 'trace']","['XXGYG', 'XGGGG', 'XGGGG', 'GGGGG']","[19, 2, 1, 1]"
4,"['soare', 'mythi', 'bliss', 'using']","['YXXXX', 'XXXXY', 'XXGYY', 'GGGGG']","[33, 3, 1, 1]"
4,"['soare', 'latch', 'beach', 'peach']","['XXGXY', 'XYXGG', 'XGGGG', 'GGGGG']","[21, 2, 1, 1]"
4,"['soare', 'clink', 'chaff', 'champ']","['XXGXX', 'GXXXX', 'GGGXX', 'GGGGG']","[40, 2, 1, 1]"
3,"['soare', 'glint', 'baton']","['XYYXX', 'XXXYY', 'GGGGG']","[44, 1, 1]"
4,"['soare', 'grace', 'drake', 'brake']","['XXGYG', 'XGGXG', 'XGGGG', 'GGGGG']","[19, 7, 1, 1]"
4,"['soare', 'lindy', 'clump', 'pluck']","['XXXXX', 'YXXXX', 'YGGXY', 'GGGGG']","[183, 9, 1, 1]"
6,"['soare', 'grace', 'crane', 'crate', 'crave', 'craze']","['XXGYG', 'XGGYG', 'GGGXG', 'GGGXG', 'GGGXG', 'GGGGG']","[19, 4, 3, 2, 1, 1]"
4,"['soare', 'tepid', 'price', 'gripe']","['XXXYG', 'XYYYX', 'YGGXG', 'GGGGG']","[39, 4, 1, 1]"
3,"['soare', 'teary', 'weary']","['XXGGY', 'XGGGG', 'GGGGG']","[9, 1, 1]"
4,"['soare', 'lindy', 'pithy', 'picky']","['XXXXX', 'XGXXG', 'GGXXG', 'GGGGG']","[183, 11, 2, 2]"
3,"['soare', 'gaily', 'acute']","['XXYXG', 'XYXXX', 'GGGGG']","[40, 1, 1]"
2,"['soare', 'ferry']","['XXXGY', 'GGGGG']","[14, 14]"
4,"['soare', 'abuse', 'aisle', 'aside']","['YXYXG', 'GXXYG', 'GYYXG', 'GGGGG']","[15, 2, 1, 1]"
4,"['soare', 'diram', 'rabbi', 'tapir']","['XXYYX', 'XYYYX', 'YGXXY', 'GGGGG']","[42, 3, 1, 1]"
4,"['soare', 'ungot', 'broth', 'troll']","['XYXYX', 'XXXYY', 'XGGYX', 'GGGGG']","[59, 3, 1, 1]"
3,"['soare', 'lindy', 'unify']","['XXXXX', 'XYYXG', 'GGGGG']","[183, 3, 3]"
3,"['soare', 'reset', 'rebus']","['YXXYY', 'GGYYX', 'GGGGG']","[15, 1, 1]"
3,"['soare', 'foist', 'boost']","['YGXXX', 'XGXGG', 'GGGGG']","[15, 2, 2]"
3,"['soare', 'burst', 'truss']","['YXXYX', 'XYYGY', 'GGGGG']","[16, 1, 1]"
3,"['soare', 'glint', 'siege']","['GXXXG', 'YXYXX', 'GGGGG']","[23, 1, 1]"
