steps,words,feedback,ncands
3,"['arose', 'clint', 'lying']","['XXXXX', 'XYGGX', 'GGGGG']","[183, 1, 1]"
4,"['arose', 'clint', 'gaudy', 'gamma']","['YXXXX', 'XXXXX', 'GGXXX', 'GGGGG']","[148, 16, 1, 1]"
3,"['arose', 'calmy', 'labor']","['YYYXX', 'XGYXX', 'GGGGG']","[28, 1, 1]"
3,"['arose', 'spilt', 'islet']","['XXXYY', 'YXYYG', 'GGGGG']","[44, 1, 1]"
3,"['arose', 'clint', 'civic']","['XXXXX', 'GXYXX', 'GGGGG']","[183, 2, 2]"
2,"['arose', 'forge']","['XYYXG', 'GGGGG']","[10, 10]"
4,"['arose', 'thrum', 'worry', 'corny']","['XYYXX', 'XXGXX', 'XGGYG', 'GGGGG']","[49, 6, 1, 1]"
4,"['arose', 'cunit', 'doubt', 'moult']","['XXYXX', 'XYXXG', 'XGGXG', 'GGGGG']","[104, 2, 1, 1]"
3,"['arose', 'plant', 'basic']","['YXXYX', 'XXYXX', 'GGGGG']","[67, 8, 8]"
3,"['arose', 'plant', 'salad']","['YXXYX', 'XYYXX', 'GGGGG']","[67, 6, 6]"
4,"['arose', 'agile', 'agape', 'agate']","['GXXXG', 'GGXXG', 'GGGXG', 'GGGGG']","[18, 2, 1, 1]"
3,"['arose', 'skint', 'spicy']","['XXXYX', 'GXGXX', 'GGGGG']","[79, 4, 4]"
3,"['arose', 'chapt', 'spray']","['YYXYX', 'XXYYX', 'GGGGG']","[21, 1, 1]"
3,"['arose', 'stead', 'essay']","['YXXYY', 'YXYGX', 'GGGGG']","[11, 1, 1]"
3,"['arose', 'choir', 'fjord']","['XYGXX', 'XXGXY', 'GGGGG']","[9, 3, 3]"
4,"['arose', 'spilt', 'speed', 'spend']","['XXXYY', 'GGXXX', 'GGGYG', 'GGGGG']","[44, 3, 1, 1]"
4,"['arose', 'letch', 'beady', 'kebab']","['YXXXY', 'XGXXX', 'YGYXX', 'GGGGG']","[78, 5, 1, 1]"
4,"['arose', 'clint', 'build', 'guild']","['XXXXX', 'XYGXX', 'XGGGG', 'GGGGG']","[183, 3, 1, 1]"
3,"['arose', 'flint', 'aback']","['GXXXX', 'XXXXX', 'GGGGG']","[30, 1, 1]"
3,"['arose', 'thrum', 'motor']","['XYYXX', 'YXYXY', 'GGGGG']","[49, 1, 1]"
3,"['arose', 'anode', 'alone']","['GXGXG', 'GYGXG', 'GGGGG']","[7, 2, 2]"
4,"['arose', 'clint', 'batch', 'hatch']","['YXXXX', 'YXXXY', 'XGGGG', 'GGGGG']","[148, 6, 4, 4]"
4,"['arose', 'lited', 'buyer', 'hyper']","['XYXXY', 'XXXGX', 'XXYGG', 'GGGGG']","[103, 14, 1, 1]"
4,"['arose', 'clint', 'putty', 'thumb']","['XXXXX', 'XXXXY', 'XYYYX', 'GGGGG']","[183, 3, 1, 1]"
4,"['arose', 'thrum', 'rocky', 'dowry']","['XYYXX', 'XXYXX', 'YGXXG', 'GGGGG']","[49, 8, 1, 1]"
3,"['arose', 'cunit', 'ought']","['XXYXX', 'XGXXG', 'GGGGG']","[104, 1, 1]"
3,"['arose', 'teind', 'belch']","['XXXXY', 'XGXXX', 'GGGGG']","[120, 13, 13]"
4,"['arose', 'clint', 'butch', 'dutch']","['XXXXX', 'YXXXY', 'XGGGG', 'GGGGG']","[183, 3, 2, 2]"
3,"['arose', 'cunit', 'pilot']","['XXYXX', 'XXXYG', 'GGGGG']","[104, 4, 4]"
3,"['arose', 'teind', 'tweed']","['XXXXY', 'GYXXG', 'GGGGG']","[120, 1, 1]"
3,"['arose', 'moten', 'comet']","['XXYXY', 'YGYGX', 'GGGGG']","[47, 1, 1]"
6,"['arose', 'clint', 'daunt', 'gaunt', 'haunt', 'jaunt']","['YXXXX', 'XXXGG', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[148, 6, 5, 4, 3, 3]"
3,"['arose', 'letch', 'enema']","['YXXXY', 'XYXXX', 'GGGGG']","[78, 3, 3]"
3,"['arose', 'spilt', 'steed']","['XXXYY', 'GXXXY', 'GGGGG']","[44, 1, 1]"
3,"['arose', 'amass', 'abyss']","['GXXGX', 'GXYGG', 'GGGGG']","[5, 1, 1]"
4,"['arose', 'tigon', 'group', 'growl']","['XGGXX', 'XXYYX', 'GGGXX', 'GGGGG']","[38, 2, 1, 1]"
4,"['arose', 'clint', 'blind', 'fling']","['XXXXX', 'XGGGX', 'XGGGX', 'GGGGG']","[183, 3, 1, 1]"
4,"['arose', 'moten', 'woven', 'dozen']","['XXYXY', 'XGXGG', 'XGXGG', 'GGGGG']","[47, 4, 1, 1]"
5,"['arose', 'clint', 'goody', 'booby', 'boozy']","['XXGXX', 'XXXXX', 'XGGXG', 'GGGYG', 'GGGGG']","[39, 8, 3, 1, 1]"
4,"['arose', 'prove', 'drone', 'erode']","['XGGXG', 'XGGXG', 'YGGXG', 'GGGGG']","[14, 6, 1, 1]"
