word,cares_doily,cares_pouty,cares_poind,cares_gouty,cares_noily,cares_point,cares_doilt,cares_piony,cares_bound,cares_pound,bares_doily,bares_pouty,bares_poind,bares_gouty,bares_noily,bares_point,bares_doilt,bares_piony,bares_could,bares_colin,pares_doily,pares_gouty,pares_noily,pares_doilt,pares_bound,pares_could,pares_colin,pares_count,pares_boult,pares_boink,tares_doily,tares_poind,tares_noily,tares_piony,tares_bound,tares_could,tares_colin,tares_pound,tares_boink,tares_mound,cores_laity,cores_daily,cores_gaily,cores_haily,cores_paint,cores_bialy,cores_daint,cores_baith,cores_faint,cores_gaudy,bores_laity,bores_daily,bores_gaily,bores_haily,bores_canid,bores_calid,bores_paint,bores_daint,bores_cauld,bores_faint,mares_doily,mares_pouty,mares_poind,mares_gouty,mares_noily,mares_point,mares_doilt,mares_piony,mares_bound,mares_could,pores_laity,pores_daily,pores_gaily,pores_haily,pores_canid,pores_calid,pores_bialy,pores_daint,pores_baith,pores_cauld,canes_doily,canes_roily,canes_pouty,canes_gouty,canes_loury,canes_doilt,canes_bourd,canes_boult,canes_poult,canes_roupy,dares_pouty,dares_gouty,dares_noily,dares_point,dares_piony,dares_colin,dares_count,dares_boult,dares_poult,dares_boink
yearn,4,4,5,4,3,5,5,3,5,5,4,4,5,4,3,5,6,3,6,4,4,4,3,6,5,6,4,5,5,5,4,5,3,3,5,5,4,5,5,4,4,4,4,4,5,4,5,5,5,3,4,4,4,4,5,6,5,5,6,5,4,4,4,4,3,5,6,3,4,6,4,4,4,4,5,7,4,5,7,6,4,3,4,4,3,5,4,5,5,3,4,3,3,5,3,4,5,6,6,5
drain,3,5,3,5,3,3,4,6,4,4,3,6,3,6,6,5,4,6,5,5,3,5,3,4,4,5,6,5,4,6,3,3,3,5,4,5,5,4,5,4,6,3,6,6,3,5,3,4,3,3,5,3,5,5,3,3,5,3,5,4,3,6,3,6,3,3,4,6,4,5,6,3,6,6,3,3,5,3,6,5,4,6,5,5,5,4,4,5,6,5,4,4,3,3,3,3,4,4,4,3
bribe,6,6,5,6,6,5,4,6,4,6,3,4,3,4,4,4,3,4,4,4,6,6,6,4,4,6,6,5,4,4,5,5,6,6,4,5,5,6,4,6,5,6,6,6,5,4,5,4,5,5,4,3,4,4,3,3,4,3,4,4,6,6,5,6,6,6,4,7,4,4,5,6,6,7,5,5,4,5,4,6,6,6,6,6,6,4,4,5,6,5,6,6,6,5,7,6,6,4,6,3
stout,4,3,5,3,4,5,3,5,3,4,4,3,6,3,4,6,3,6,3,4,4,3,4,6,4,3,4,3,5,6,3,3,3,6,3,3,3,4,3,3,3,4,4,5,5,4,4,3,4,3,3,4,4,5,4,4,6,4,3,4,4,3,4,3,4,4,3,4,4,3,3,4,4,3,5,4,4,6,3,3,5,4,3,3,3,4,3,3,3,3,3,3,4,6,6,4,3,5,5,4
panel,5,4,4,4,4,3,5,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,4,4,3,3,4,3,5,3,3,3,5,5,3,3,6,4,5,5,5,5,3,4,4,5,5,4,4,4,5,5,5,4,3,5,4,5,5,4,4,4,4,3,5,3,4,5,4,4,4,4,3,3,4,3,4,4,3,3,3,4,3,3,5,3,3,3,3,5,3,3,4,3,4,4,3,4
crass,5,5,5,4,5,5,5,5,4,5,4,6,6,5,7,5,6,6,4,4,7,5,7,7,6,5,5,5,5,7,6,7,6,6,6,5,5,7,6,7,5,5,4,5,5,4,5,4,5,4,6,4,5,7,4,4,5,6,4,6,7,7,7,5,7,7,7,7,6,5,6,7,5,7,5,5,6,7,5,5,6,5,5,5,5,6,4,5,6,5,6,5,6,7,7,5,5,6,7,6
flume,3,4,6,4,3,4,3,5,4,5,4,4,4,4,6,6,4,4,5,6,4,4,6,5,5,5,6,4,3,5,4,6,4,6,3,3,4,3,5,5,6,3,5,5,4,4,4,4,4,3,4,4,6,4,4,6,6,5,5,4,3,4,4,5,3,4,3,4,4,5,5,4,4,4,6,6,6,6,4,5,3,3,4,4,3,4,4,3,4,4,3,3,4,6,5,4,3,3,3,6
offal,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,4,3,4,6,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4
agree,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,4,3,3,3,3,4,4,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,4,3,3,4,4,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,4,5,3,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3
error,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4
swirl,3,4,5,4,3,4,3,5,5,5,3,4,5,4,3,4,3,5,3,3,3,4,3,3,5,3,3,4,3,4,3,4,3,4,4,3,3,4,4,4,3,3,3,3,4,3,4,4,4,5,3,3,3,3,5,3,4,4,3,4,3,4,5,4,3,4,3,5,5,3,3,3,3,3,5,3,3,4,4,3,4,3,5,5,3,4,5,4,4,5,4,4,3,4,5,3,4,3,3,4
argue,4,4,4,3,4,4,5,4,4,4,5,4,4,3,5,4,5,5,4,5,5,3,5,5,4,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,4,4,5,4,4,4,4,5,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,3,4,5,3,4,4,4,4,3,5,4,4,5,4,4,4,4
bleed,4,4,5,5,4,5,4,5,4,6,3,4,3,4,4,4,3,4,3,4,4,5,5,4,4,4,5,4,4,4,4,5,4,5,4,4,5,5,4,6,4,4,4,5,5,4,6,4,4,6,4,3,4,4,3,3,4,4,3,4,4,5,5,4,4,5,4,5,4,4,4,4,5,5,5,4,4,5,4,4,4,4,6,6,4,4,4,4,5,4,6,4,4,5,5,4,4,3,4,4
delta,3,4,5,4,4,4,3,5,5,4,4,4,5,4,4,4,3,5,4,4,4,4,5,3,5,4,4,4,4,5,3,4,4,4,4,3,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,5,5,5,3,4,4,4,4,4,4,5,4,4,4,3,5,5,4,4,4,5,5,5,3,4,4,4,4,3,4,5,4,4,3,5,4,4,5,4,4,4,4,4,3,4,3,3,5
flick,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,3,4,4,5,4,4,4,5,5,4,3,5,4,5,3,3,3,3,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5
totem,4,4,4,4,5,4,3,4,5,4,5,4,6,4,5,4,3,5,5,5,5,4,5,4,5,5,6,4,4,5,5,3,4,4,4,5,4,3,4,3,4,4,6,6,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,5,5,5,4,5,5,4,4,5,5,5,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,3,4,5
wooer,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,7,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7,5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,4,5,5,5,5,4
front,5,4,3,4,4,3,4,4,4,3,5,4,4,4,4,3,4,4,5,4,5,4,4,4,4,4,4,3,4,3,5,3,3,3,3,4,3,3,3,3,4,5,5,4,3,5,3,4,3,5,4,5,5,5,4,5,3,3,5,3,5,4,4,4,4,3,4,4,5,4,4,5,5,5,4,5,5,3,4,4,5,4,4,4,5,4,4,3,3,4,4,4,5,3,4,4,3,4,4,4
shrub,5,3,4,3,4,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,3,4,3,3,3,5,5,4,3,4,4,5,4,3,4,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,4,3,5,3,4,4,3,4,4,3,4,3,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,4,5,5,3,3,3
parry,6,3,3,6,4,3,6,4,4,5,6,3,3,6,5,3,6,4,4,4,4,3,4,4,5,5,3,4,5,3,7,3,7,3,6,6,6,4,6,6,6,6,4,5,3,5,6,4,6,6,6,6,4,5,4,4,3,6,4,4,6,3,3,6,6,3,6,4,4,4,3,4,4,4,3,3,4,3,3,5,7,6,4,6,6,6,5,3,5,4,3,7,7,3,4,3,6,6,4,4
biome,4,6,4,6,4,4,4,3,4,4,3,4,3,4,3,3,3,3,4,3,4,5,4,4,4,5,4,4,3,3,4,4,4,3,4,5,4,4,3,4,4,4,4,4,4,3,4,3,4,6,3,3,3,3,3,3,3,3,4,3,3,5,3,5,4,4,3,3,3,5,4,4,4,4,4,4,3,4,3,5,4,4,5,5,5,4,4,4,4,5,5,5,4,4,3,4,4,4,5,3
lapel,4,4,3,5,5,4,5,4,5,3,5,4,3,5,5,4,5,4,5,5,3,4,3,3,3,3,3,4,3,4,5,3,5,4,6,5,5,3,7,5,5,4,5,5,4,4,5,6,5,5,4,5,5,5,5,5,4,6,5,6,4,4,3,5,5,4,5,4,5,4,3,3,3,3,3,3,4,3,4,3,5,5,4,5,5,5,5,5,3,4,3,5,4,3,3,4,5,5,3,5
start,3,3,3,3,4,3,3,4,3,3,3,3,4,3,4,3,3,4,4,4,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,4
greet,6,5,5,3,6,4,4,6,4,4,6,5,6,3,6,4,4,6,6,6,6,3,6,4,5,6,6,4,4,5,4,4,4,4,4,4,4,4,4,4,5,6,6,7,4,7,4,4,4,5,5,6,6,7,5,6,4,4,6,4,6,5,6,3,6,4,3,6,5,6,4,6,6,7,5,6,7,4,4,6,5,6,5,3,6,4,5,4,4,6,5,3,5,4,6,5,4,4,4,5
goner,9,4,9,6,9,9,8,10,8,9,8,4,8,6,8,8,7,9,8,8,9,6,9,8,8,9,9,9,5,9,8,8,8,9,7,8,8,8,8,7,9,9,5,9,9,9,8,8,9,6,9,8,5,8,8,8,8,7,8,8,8,9,8,5,8,8,7,9,7,8,9,9,5,9,9,9,9,8,5,9,3,9,9,4,9,7,8,7,8,10,4,6,8,8,9,8,8,7,4,8
golem,4,5,4,3,4,5,5,5,4,4,4,5,5,3,4,5,4,5,5,5,4,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,4,3,5,5,4,5,6,4,3,4,4,3,4,4,4,5,5,5,5,3,4,4,3,3,4,3,5,4,3,4,4,3,5,4,4,4,5,6,5,5,4,5,4,5,5,4,5,6,5,4,3,4,5,4,4,5,4,5,4
lusty,3,5,6,4,3,5,3,7,5,6,3,5,5,4,3,5,3,6,4,4,3,4,3,3,5,4,4,5,4,6,3,4,3,5,5,3,4,5,5,5,3,3,3,3,5,3,4,5,5,5,3,3,3,3,5,4,5,4,4,5,3,5,4,4,3,5,3,6,5,4,3,3,3,3,6,4,3,4,5,4,3,3,6,5,3,3,5,4,4,7,4,3,3,4,6,4,4,4,4,6
loopy,6,4,4,7,5,4,6,5,5,6,5,4,6,6,4,6,4,5,4,5,4,4,4,4,6,4,4,4,4,6,6,6,5,5,5,6,6,6,4,6,6,6,6,6,4,5,6,6,6,7,3,5,5,5,7,4,6,5,4,5,6,4,6,7,5,6,7,5,5,7,4,4,4,4,4,4,4,6,6,4,5,5,4,6,5,5,5,4,4,6,4,7,5,6,5,6,6,4,4,4
round,4,4,3,4,4,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,4,4,4,4,3,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,4,4,4,4,4,3,4,3,3,4,4,3,3,5,5,3,3,3,5,5,3,4,4,3,3,3,3,3,4,4,3
audit,4,3,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,5,4,3,4,4,5,4,4,4,3,4,3,5,4,4,4,3,3,3,3,3,4,3,4,4,5,5,4,4,3,4,4,4,4,4,5,5,4,4,4,3,4,4,4,4,4,4,5,4,3,4,4,4,4,4,5,5,4,4,5,3,4,4,5,5,4,4,5,3,4,4,4,5,3,3,4,3,4,4,3,3,3,5
lying,3,4,4,3,3,4,4,3,5,4,3,4,4,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,5,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,4,4,5,5,4
gamma,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,5,5,4,4,4,4,4,5,5,4,4,4,5,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,4,4,5,5,5,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,5,4,5,4,4,5
labor,3,5,5,6,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,4,3,5,3,3,3,4,3,5,3,3,3,3,5,3,6,3,6,5,3,3,3,3,3,3,3,3,3,3,3,4,5,5,3,4,3,5,3,3,3,3,3,3,5,3,3,4,3,3,4,3,5,5,3,4,3,3,4,5,5,6,3,4,5,3,5,3,3,3
islet,4,5,4,5,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,4,3,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,3,3,4,3,4,5,4,5,4,3,3,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,5,5,4,3,4,3,3,4,5,5,4,3,3,3,4,3,3,4
civic,4,5,3,5,4,3,3,4,5,5,5,5,4,5,4,4,4,4,4,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,5,4,5,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,6,4,4,5,4,4,4,3,4,4,4,6,4,3,4,5,5,4,3,5,5,5,5,5,5,5,4,4,4,5,4,4,4
forge,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,5,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3
corny,5,5,5,5,3,5,3,3,4,4,7,5,3,4,4,3,5,4,3,5,4,5,4,3,3,3,5,4,3,3,5,3,4,4,3,3,5,3,3,3,5,5,5,5,5,4,5,3,5,5,6,7,7,6,5,3,3,3,3,3,6,5,3,5,4,3,3,4,3,3,5,4,6,7,5,3,7,3,5,3,3,3,3,3,3,5,4,5,5,3,5,5,4,3,4,5,4,5,3,3
moult,5,4,5,3,6,4,4,5,4,4,4,4,4,4,5,3,3,5,4,4,4,4,5,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,5,6,6,4,5,5,5,5,5,3,4,5,5,5,5,3,4,4,4,3,4,4,4,4,3,3,4,4,3,4,4,5,5,5,5,4,4,5,4,5,6,4,5,3,4,4,3,4,5,4,4,5,4,5,6,5,3,4,5
basic,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,4,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,3,3,3,4,3,4,4,4,3,4,3,3,4,5,3
salad,3,4,3,4,5,5,3,5,4,3,3,4,3,4,5,5,3,5,3,5,3,5,4,3,3,3,4,5,4,5,3,3,4,4,4,3,4,3,4,4,4,3,4,4,5,4,4,4,5,3,4,3,5,5,3,3,5,4,3,4,3,5,3,5,5,5,3,5,4,3,4,3,4,4,3,3,4,4,4,3,3,5,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,3,3,4
agate,4,5,4,3,4,5,4,5,5,5,5,5,5,3,4,5,4,5,5,4,5,3,4,4,5,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,4,5,4,5,5,5,5,5,5,5,4,4,5,3,4,5,4,5,5,5,4,5,5,4,4,4,4,5,4,5,4,4,5,3,4,4,5,4,4,5,4,3,4,5,5,4,5,4,4,5
spicy,3,3,3,3,3,3,4,3,4,3,4,5,3,5,4,3,4,3,5,5,4,4,3,4,3,3,3,3,4,4,4,3,3,3,5,3,4,3,5,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,5,4,4,5,3,5,3,3,4,3,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,5,5,4,3,3,4,3,5,4,5
spray,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,5,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,3,5,4,5,3,3,3,3,3,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,5,4,4,4,3,3,3,3,3,3,4,3,4,3,5
essay,3,3,4,3,3,4,4,3,4,4,3,3,4,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4
fjord,4,4,3,4,5,5,4,5,3,3,4,4,4,4,5,5,4,5,3,5,4,4,5,4,3,4,5,4,4,5,4,4,5,5,3,4,4,4,5,4,4,4,5,4,5,5,4,5,4,4,5,4,5,4,4,4,5,4,3,4,4,4,4,4,5,5,4,5,3,4,5,4,5,4,3,4,5,4,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4
spend,4,4,3,5,5,3,4,4,3,3,4,4,3,5,5,3,4,4,4,5,3,4,4,3,3,3,4,3,4,4,3,3,5,3,3,3,4,3,4,3,5,4,5,5,3,5,3,4,3,4,5,4,5,5,3,4,3,3,4,4,4,4,3,5,5,3,3,4,3,4,3,3,4,4,3,3,4,3,4,3,3,4,4,4,5,3,3,4,4,4,3,4,3,3,3,3,3,4,3,3
kebab,5,5,5,5,5,5,4,5,3,5,4,3,3,3,3,3,3,3,3,3,5,5,5,4,4,5,5,5,3,3,5,5,5,5,3,4,5,5,3,5,5,5,5,5,5,4,5,3,5,5,3,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,3,5,4,5,4,5,5,4,3,4,4,5,5,5,5,5,5,5,4,3,4,3
guild,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,3,4,4,3,5,4,4,4,4,5,4,5,4,4,5,5,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,3,5,4,3,4,4,5,4,4,5,4,4,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,5,4,4,3,4,4
aback,6,4,4,4,3,4,5,4,5,4,4,5,4,5,4,4,4,4,5,4,5,5,4,4,5,3,3,4,5,3,5,4,5,4,5,3,3,4,3,5,3,6,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,5,4,6,4,5,3,4,5,5,5,4,3,4,4,4,3,5,3,4,4,5,4,5,5,3,4,5,5,4,4,4,3,4,5,5,3
motor,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
alone,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
hatch,7,6,7,7,8,6,7,6,4,4,7,7,7,8,7,7,8,4,4,8,7,8,7,8,6,4,7,6,7,7,8,8,8,7,8,7,7,7,8,8,7,7,4,3,6,6,7,6,7,7,8,7,7,3,8,8,7,8,4,8,8,7,7,8,8,4,8,7,7,4,8,7,7,3,7,7,7,8,7,4,7,8,6,7,4,7,4,6,6,6,8,9,8,8,8,8,7,8,8,7
hyper,4,3,4,4,4,4,4,3,6,4,4,3,4,4,4,4,4,3,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,5,6,4,4,4,3,4,4,4,4,6,4,4,4,4,3,4,5,4,4,5,5,4,3,4,5,4,4,5,3,6,5,3,3,3,3,4,4,3,4,3,4,4,4,3,4,4,4,6,5,4,4,3,4,4,4,3,4,5,5,4,4
thumb,4,4,4,3,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,4,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,3,3,4,4,3,3,3,3,4,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,5,3,3,4,4,4,3,4,4,4,4,3,3,3,4
dowry,3,5,3,5,4,5,3,4,3,3,3,6,3,6,5,6,3,5,3,4,3,6,5,3,3,3,4,5,5,5,3,3,5,5,3,3,4,3,6,3,4,3,4,4,5,4,3,5,5,3,5,3,5,5,3,3,6,3,3,6,3,4,3,4,5,5,3,5,3,3,5,3,5,5,3,3,5,3,3,3,5,4,5,5,5,6,3,6,5,5,3,3,3,3,3,3,3,3,3,3
ought,4,5,4,3,4,4,4,4,4,5,4,4,4,3,4,4,4,4,5,4,4,3,4,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,3,5,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4
belch,6,5,4,5,6,4,6,4,4,6,4,4,4,4,4,4,4,4,4,3,5,6,6,6,5,6,5,4,4,4,6,5,5,5,5,5,5,4,4,6,5,6,6,6,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,6,6,5,5,6,6,6,6,5,6,6,5,5,6,4,5,4,5,5,6,6,6,4,6,5,6,4,4,5,4,6,5,6,5,6,5,4,4,4,4
dutch,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,3,4,3,5,4,3,4,3,4,3,5,5,3,3,4,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,5,3,5,4,5,4,4,3,4,4,3,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,3,3,3,3,3,4,3,3,3,4
pilot,4,4,3,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,3,5,4,3,4,3,3,3,4,4,4,3,3,4,4,3,3,3
tweed,4,5,6,4,4,4,5,4,5,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,6,5,5,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,6,5,4,4,4,4,4,4,6,4,4,4,4,5,5,5,5,4,5,5,6,5,4,4,4,5,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4
comet,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,5,5,4,4,4,3,4,5,5,3,3,5,4,4,4,4,4,3,3,4,4,3,3,4,5,5,3,5,3,3,3,4,4,4,4,4,4,5,3,3,5,3,4,3,3,3,4,3,3,4,3,3,4,4,5,5,4,5,4,3,4,5,4,4,3,3,4,3,4,3,3,4,4,4,4,3,4,4,3,3,3,4
jaunt,8,7,8,6,7,8,7,7,7,7,8,7,8,6,7,8,7,7,7,7,8,6,6,7,7,7,7,7,7,8,6,6,5,6,6,6,7,6,7,6,7,8,7,7,8,4,7,6,8,6,7,8,7,7,7,6,8,7,7,8,7,7,8,6,6,8,7,7,7,7,7,8,7,7,7,6,8,7,6,7,7,7,7,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,8
enema,4,5,4,5,4,4,4,4,5,5,4,5,5,4,4,4,5,5,4,4,4,5,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4,5,5,4,4,5,4,4,5,5,5,4,4,5,4,4,4,4,5
steed,5,3,4,3,4,3,3,3,4,4,4,3,4,3,4,3,3,3,4,4,4,3,4,3,4,4,4,3,3,4,3,3,5,5,3,3,5,3,3,3,6,5,5,5,3,5,3,3,3,5,6,4,5,5,4,4,3,3,4,3,4,3,4,3,4,3,3,3,4,4,5,4,4,4,4,4,4,3,3,4,5,4,3,3,3,3,4,3,3,3,3,3,5,3,4,4,3,3,3,4
abyss,4,4,5,4,4,4,5,4,5,5,3,3,4,3,3,5,4,3,5,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,3,4,5,4,4,3,3,3,3,4,4,5,5,5,4,4,4,5,4,4,5,5,4,5,5,4,4,4,4,5,5,3,4,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4
