steps,words,feedback,ncands
3,"['arles', 'coign', 'briar']","['YGXXX', 'XXGXX', 'GGGGG']","[40, 3, 3]"
3,"['arles', 'cadge', 'great']","['YGXYX', 'XYXYY', 'GGGGG']","[30, 1, 1]"
3,"['arles', 'alarm', 'altar']","['GYYXX', 'GGYYX', 'GGGGG']","[2, 1, 1]"
4,"['arles', 'viold', 'bulky', 'pulpy']","['XXGXX', 'XXXYX', 'XGGXG', 'GGGGG']","[30, 4, 1, 1]"
3,"['arles', 'blurb', 'blurt']","['XYYXX', 'GGGGY', 'GGGGG']","[16, 1, 1]"
3,"['arles', 'canst', 'coast']","['YXXXY', 'GYXGG', 'GGGGG']","[62, 1, 1]"
4,"['arles', 'notum', 'pudgy', 'duchy']","['XXXXX', 'XXXYX', 'XGYXG', 'GGGGG']","[205, 13, 1, 1]"
4,"['arles', 'puton', 'brown', 'groin']","['XGXXX', 'XXXYG', 'XGGXG', 'GGGGG']","[65, 6, 1, 1]"
5,"['arles', 'topic', 'diner', 'fiber', 'fixer']","['XYXGX', 'XXXYX', 'XGXGG', 'GGXGG', 'GGGGG']","[78, 12, 4, 1, 1]"
4,"['arles', 'puton', 'croup', 'group']","['XGXXX', 'YYXYX', 'XGGGG', 'GGGGG']","[65, 2, 1, 1]"
4,"['arles', 'certy', 'fibre', 'rogue']","['XYXYX', 'XYYXX', 'XXXYG', 'GGGGG']","[64, 6, 2, 2]"
3,"['arles', 'canto', 'badly']","['YXYXX', 'XGXXX', 'GGGGG']","[68, 7, 7]"
3,"['arles', 'coapt', 'smart']","['YYXXY', 'XXGXG', 'GGGGG']","[25, 2, 2]"
4,"['arles', 'notum', 'ditch', 'pithy']","['XXXXX', 'XXGXX', 'XGGXY', 'GGGGG']","[205, 9, 1, 1]"
5,"['arles', 'canty', 'bawdy', 'daddy', 'gaudy']","['YXXXX', 'XGXXG', 'XGXGG', 'YGYGG', 'GGGGG']","[119, 9, 3, 1, 1]"
5,"['arles', 'tonic', 'child', 'chili', 'chill']","['XXYXX', 'XXXYY', 'GGGGX', 'GGGGY', 'GGGGG']","[91, 8, 2, 1, 1]"
4,"['arles', 'certy', 'nerve', 'heron']","['XYXYX', 'XGGXX', 'YGGXY', 'GGGGG']","[64, 7, 2, 2]"
4,"['arles', 'canty', 'dogma', 'vodka']","['YXXXX', 'XYXXX', 'YGXXG', 'GGGGG']","[119, 5, 1, 1]"
4,"['arles', 'topic', 'diner', 'finer']","['XYXGX', 'XXXYX', 'XGGGG', 'GGGGG']","[78, 12, 2, 2]"
4,"['arles', 'sweir', 'super', 'surer']","['XYXGY', 'GXYXG', 'GGXGG', 'GGGGG']","[23, 4, 1, 1]"
3,"['arles', 'doric', 'radio']","['YYXXX', 'YYYGX', 'GGGGG']","[65, 1, 1]"
5,"['arles', 'certy', 'fibre', 'rogue', 'rouge']","['XYXYX', 'XYYXX', 'XXXYG', 'GGYYG', 'GGGGG']","[64, 6, 2, 1, 1]"
3,"['arles', 'certy', 'perch']","['XYXYX', 'YGGXX', 'GGGGG']","[64, 1, 1]"
4,"['arles', 'certy', 'recut', 'retch']","['XYXYX', 'YGYYX', 'GGYXY', 'GGGGG']","[64, 2, 1, 1]"
4,"['arles', 'pinot', 'trove', 'wrote']","['XGXYX', 'XXXYY', 'YGGXG', 'GGGGG']","[45, 2, 1, 1]"
4,"['arles', 'tonic', 'block', 'clock']","['XXYXX', 'XYXXY', 'XGGGG', 'GGGGG']","[91, 4, 2, 2]"
4,"['arles', 'hello', 'bilge', 'tilde']","['XXGYX', 'XYGYX', 'XGGXG', 'GGGGG']","[17, 3, 1, 1]"
3,"['arles', 'seton', 'store']","['XYXYY', 'GYYYX', 'GGGGG']","[26, 1, 1]"
4,"['arles', 'pinot', 'probe', 'prove']","['XGXYX', 'GXXYX', 'GGGXG', 'GGGGG']","[45, 2, 1, 1]"
3,"['arles', 'puton', 'bring']","['XGXXX', 'XXXXY', 'GGGGG']","[65, 6, 6]"
3,"['arles', 'pulse', 'solve']","['XXGYY', 'XXGYG', 'GGGGG']","[3, 1, 1]"
4,"['arles', 'bhang', 'cheap', 'cheat']","['YXXYX', 'XGYXX', 'GGGGX', 'GGGGG']","[56, 4, 1, 1]"
5,"['arles', 'pinot', 'bride', 'crime', 'grime']","['XGXYX', 'XYXXX', 'XGGXG', 'XGGGG', 'GGGGG']","[45, 5, 2, 1, 1]"
4,"['arles', 'toile', 'dwelt', 'exult']","['XXYYX', 'YXXGY', 'XXYGG', 'GGGGG']","[55, 3, 1, 1]"
4,"['arles', 'sweir', 'ester', 'usher']","['XYXGY', 'YXYXG', 'YGXGG', 'GGGGG']","[23, 3, 1, 1]"
4,"['arles', 'unite', 'beech', 'epoch']","['XXXYX', 'XXXXY', 'XYYGG', 'GGGGG']","[130, 9, 1, 1]"
4,"['arles', 'coign', 'briar', 'triad']","['YGXXX', 'XXGXX', 'XGGGY', 'GGGGG']","[40, 3, 1, 1]"
3,"['arles', 'cadge', 'break']","['YGXYX', 'XYXXY', 'GGGGG']","[30, 4, 4]"
3,"['arles', 'cyton', 'rhino']","['XYXXX', 'XXXYY', 'GGGGG']","[74, 2, 2]"
4,"['arles', 'moral', 'rural', 'viral']","['YYYXX', 'XXGGG', 'YXGGG', 'GGGGG']","[14, 2, 1, 1]"
5,"['arles', 'notum', 'condo', 'conch', 'conic']","['XXXXX', 'YGXXX', 'GGGXY', 'GGGYX', 'GGGGG']","[205, 8, 2, 1, 1]"
4,"['arles', 'staph', 'cause', 'masse']","['YXXYY', 'YXYXX', 'XGXGG', 'GGGGG']","[42, 3, 1, 1]"
3,"['arles', 'skint', 'sonic']","['XXXXY', 'GXYYX', 'GGGGG']","[114, 1, 1]"
4,"['arles', 'canto', 'tidal', 'vital']","['YXYXX', 'XYXYX', 'YGXGG', 'GGGGG']","[68, 4, 1, 1]"
4,"['arles', 'cadge', 'brace', 'trace']","['YGXYX', 'YYXXG', 'XGGGG', 'GGGGG']","[30, 2, 1, 1]"
3,"['arles', 'skint', 'using']","['XXXXY', 'YXGGX', 'GGGGG']","[114, 1, 1]"
4,"['arles', 'bhang', 'death', 'peach']","['YXXYX', 'XYGXX', 'XGGXG', 'GGGGG']","[56, 7, 1, 1]"
3,"['arles', 'canty', 'champ']","['YXXXX', 'GYXXX', 'GGGGG']","[119, 5, 5]"
4,"['arles', 'canty', 'daunt', 'baton']","['YXXXX', 'XGYYX', 'XGXYY', 'GGGGG']","[119, 10, 1, 1]"
3,"['arles', 'cadge', 'brake']","['YGXYX', 'XYXXG', 'GGGGG']","[30, 4, 4]"
4,"['arles', 'tonic', 'cluck', 'pluck']","['XXYXX', 'XXXXY', 'YGGGG', 'GGGGG']","[91, 4, 1, 1]"
6,"['arles', 'cadge', 'crane', 'crate', 'crave', 'craze']","['YGXYX', 'GYXXG', 'GGGXG', 'GGGXG', 'GGGXG', 'GGGGG']","[30, 4, 3, 2, 1, 1]"
3,"['arles', 'pinot', 'gripe']","['XGXYX', 'YYXXX', 'GGGGG']","[45, 1, 1]"
4,"['arles', 'herby', 'teary', 'weary']","['YYXYX', 'XGYXG', 'XGGGG', 'GGGGG']","[25, 4, 1, 1]"
4,"['arles', 'notum', 'dizzy', 'picky']","['XXXXX', 'XXXXX', 'XGXXG', 'GGGGG']","[205, 13, 4, 4]"
3,"['arles', 'abate', 'acute']","['GXXYX', 'GXYGG', 'GGGGG']","[19, 1, 1]"
4,"['arles', 'certy', 'berry', 'ferry']","['XYXYX', 'XGGXG', 'XGGGG', 'GGGGG']","[64, 7, 2, 2]"
3,"['arles', 'abase', 'aside']","['GXXYY', 'GXYYG', 'GGGGG']","[4, 1, 1]"
3,"['arles', 'doric', 'tapir']","['YYXXX', 'XXYGX', 'GGGGG']","[65, 1, 1]"
3,"['arles', 'drill', 'troll']","['XGYXX', 'XGXGG', 'GGGGG']","[13, 1, 1]"
4,"['arles', 'notum', 'hunky', 'unify']","['XXXXX', 'YXXYX', 'XYYXG', 'GGGGG']","[205, 12, 1, 1]"
2,"['arles', 'rebus']","['XYXYG', 'GGGGG']","[1, 1]"
