steps,words,feedback,ncands
2,"['lores', 'lusty']","['GXXXY', 'GGGGG']","[1, 1]"
5,"['lores', 'loamy', 'lobby', 'lofty', 'loopy']","['GGXXX', 'GGXXG', 'GGXXG', 'GGXXG', 'GGGGG']","[10, 4, 3, 2, 2]"
2,"['lores', 'round']","['XGYXX', 'GGGGG']","[19, 19]"
4,"['lores', 'hiant', 'admit', 'audit']","['XXXXX', 'XYYXG', 'GYXGG', 'GGGGG']","[215, 3, 1, 1]"
3,"['lores', 'lunch', 'lying']","['GXXXX', 'GXYXX', 'GGGGG']","[16, 1, 1]"
4,"['lores', 'hiant', 'gawky', 'gamma']","['XXXXX', 'XXYXX', 'GGXXX', 'GGGGG']","[215, 18, 1, 1]"
2,"['lores', 'labor']","['GYYXX', 'GGGGG']","[1, 1]"
3,"['lores', 'sleet', 'islet']","['YXXGY', 'YYYGG', 'GGGGG']","[7, 1, 1]"
4,"['lores', 'hiant', 'giddy', 'civic']","['XXXXX', 'XGXXX', 'XGXXX', 'GGGGG']","[215, 11, 2, 2]"
2,"['lores', 'forge']","['XGGYX', 'GGGGG']","[6, 6]"
3,"['lores', 'forth', 'corny']","['XGGXX', 'XGGXX', 'GGGGG']","[17, 5, 5]"
4,"['lores', 'yclad', 'mogul', 'moult']","['YGXXX', 'XXYXX', 'GGXYY', 'GGGGG']","[27, 2, 1, 1]"
3,"['lores', 'hiant', 'basic']","['XXXXY', 'XYYXX', 'GGGGG']","[122, 2, 2]"
3,"['lores', 'stalk', 'salad']","['YXXXY', 'GXYYX', 'GGGGG']","[58, 2, 2]"
4,"['lores', 'haint', 'abate', 'agate']","['XXXYX', 'XYXXY', 'GXGGG', 'GGGGG']","[163, 5, 1, 1]"
4,"['lores', 'hiant', 'skiff', 'spicy']","['XXXXY', 'XYXXX', 'GXGXX', 'GGGGG']","[122, 6, 1, 1]"
3,"['lores', 'strap', 'spray']","['XXGXY', 'GXGGY', 'GGGGG']","[18, 1, 1]"
4,"['lores', 'spait', 'abuse', 'essay']","['XXXYY', 'YXYXX', 'YXXYY', 'GGGGG']","[88, 5, 1, 1]"
4,"['lores', 'canid', 'brood', 'fjord']","['XYYXX', 'XXXXG', 'XYGYG', 'GGGGG']","[78, 3, 1, 1]"
4,"['lores', 'spait', 'speck', 'spend']","['XXXYY', 'GGXXX', 'GGGXX', 'GGGGG']","[88, 2, 1, 1]"
4,"['lores', 'haint', 'adage', 'kebab']","['XXXYX', 'XYXXX', 'YXYXY', 'GGGGG']","[163, 12, 2, 2]"
4,"['lores', 'cabin', 'idyll', 'guild']","['YXXXX', 'XXXYX', 'YYXGY', 'GGGGG']","[130, 14, 1, 1]"
3,"['lores', 'hiant', 'aback']","['XXXXX', 'XXGXX', 'GGGGG']","[215, 3, 3]"
4,"['lores', 'round', 'cobra', 'motor']","['XGYXX', 'YGXXX', 'XGXYX', 'GGGGG']","[19, 2, 1, 1]"
3,"['lores', 'clone', 'alone']","['YYXYX', 'XGGGG', 'GGGGG']","[16, 1, 1]"
3,"['lores', 'hiant', 'hatch']","['XXXXX', 'GXYXY', 'GGGGG']","[215, 1, 1]"
4,"['lores', 'daint', 'buyer', 'hyper']","['XXYGX', 'XXXXX', 'XXYGG', 'GGGGG']","[93, 14, 1, 1]"
4,"['lores', 'hiant', 'butch', 'thumb']","['XXXXX', 'YXXXY', 'YYYXY', 'GGGGG']","[215, 4, 1, 1]"
3,"['lores', 'round', 'dowry']","['XGYXX', 'YGXXY', 'GGGGG']","[19, 1, 1]"
3,"['lores', 'baton', 'ought']","['XYXXX', 'XXYYX', 'GGGGG']","[60, 3, 3]"
