steps,words,feedback,ncands
2,"['reais', 'rhino']","['GXXYX', 'GGGGG']","[3, 3]"
3,"['reais', 'cigar', 'viral']","['YXYYX', 'XGXGY', 'GGGGG']","[12, 1, 1]"
3,"['reais', 'count', 'conic']","['XXXGX', 'GGXYX', 'GGGGG']","[40, 1, 1]"
4,"['reais', 'splat', 'abuse', 'masse']","['XYYXY', 'YXXYX', 'YXXGG', 'GGGGG']","[28, 6, 1, 1]"
3,"['reais', 'stoic', 'sonic']","['XXXGY', 'GXYGG', 'GGGGG']","[9, 1, 1]"
3,"['reais', 'tonal', 'vital']","['XXYYX', 'YXXGG', 'GGGGG']","[29, 1, 1]"
3,"['reais', 'bract', 'trace']","['YYGXX', 'XGGGY', 'GGGGG']","[22, 1, 1]"
3,"['reais', 'skint', 'using']","['XXXYY', 'YXGGX', 'GGGGG']","[53, 1, 1]"
4,"['reais', 'hotly', 'beach', 'peach']","['XGGXX', 'YXXXX', 'XGGGG', 'GGGGG']","[21, 2, 1, 1]"
4,"['reais', 'clonk', 'chaff', 'champ']","['XXGXX', 'GXXXX', 'GGGXX', 'GGGGG']","[33, 2, 1, 1]"
3,"['reais', 'tonal', 'baton']","['XXYXX', 'YYYYX', 'GGGGG']","[150, 1, 1]"
3,"['reais', 'bract', 'brake']","['YYGXX', 'GGGXX', 'GGGGG']","[22, 2, 2]"
4,"['reais', 'mulch', 'cluck', 'pluck']","['XXXXX', 'XYYGX', 'YGGGG', 'GGGGG']","[168, 2, 1, 1]"
5,"['reais', 'bract', 'crane', 'crave', 'craze']","['YYGXX', 'XGGYX', 'GGGXG', 'GGGXG', 'GGGGG']","[22, 3, 2, 1, 1]"
3,"['reais', 'pined', 'gripe']","['YYXYX', 'YYXYX', 'GGGGG']","[53, 2, 2]"
3,"['reais', 'teary', 'weary']","['YGGXX', 'XGGGG', 'GGGGG']","[8, 1, 1]"
3,"['reais', 'clint', 'picky']","['XXXYX', 'YXYXX', 'GGGGG']","[118, 1, 1]"
4,"['reais', 'laten', 'cheat', 'acute']","['XYYXX', 'XYYYX', 'YXYYY', 'GGGGG']","[90, 6, 1, 1]"
4,"['reais', 'dormy', 'berry', 'ferry']","['YGXXX', 'XXGXG', 'XGGGG', 'GGGGG']","[34, 4, 1, 1]"
3,"['reais', 'aisle', 'aside']","['XYYYY', 'GYYXG', 'GGGGG']","[2, 1, 1]"
3,"['reais', 'acrid', 'tapir']","['YXYGX', 'YXYGX', 'GGGGG']","[3, 1, 1]"
4,"['reais', 'count', 'throb', 'troll']","['YXXXX', 'XYXXY', 'GXYYX', 'GGGGG']","[103, 6, 1, 1]"
4,"['reais', 'clint', 'onion', 'unify']","['XXXYX', 'XXGYX', 'XGGXY', 'GGGGG']","[118, 3, 1, 1]"
2,"['reais', 'rebus']","['GGXXG', 'GGGGG']","[1, 1]"
3,"['reais', 'pluot', 'boost']","['XXXXY', 'XXXYG', 'GGGGG']","[89, 2, 2]"
