steps,words,feedback,ncands
4,"['crane', 'sprog', 'forge', 'gorge']","['XYXXG', 'XXGYY', 'XGGGG', 'GGGGG']","[40, 2, 1, 1]"
4,"['crane', 'rosit', 'dumpy', 'query']","['XYXXY', 'YXXXX', 'XGXXG', 'GGGGG']","[122, 27, 1, 1]"
3,"['crane', 'grind', 'drink']","['XGXGX', 'XGGGY', 'GGGGG']","[17, 1, 1]"
3,"['crane', 'parol', 'favor']","['XYYXX', 'XGYGX', 'GGGGG']","[65, 5, 5]"
3,"['crane', 'tepal', 'abbey']","['XXYXY', 'XYXYX', 'GGGGG']","[46, 3, 3]"
3,"['crane', 'toils', 'tangy']","['XXYYX', 'GXXXX', 'GGGGG']","[47, 1, 1]"
3,"['crane', 'manic', 'panic']","['YXYYX', 'XGGGG', 'GGGGG']","[5, 1, 1]"
4,"['crane', 'parol', 'molar', 'solar']","['XYYXX', 'XYYYY', 'XGGGG', 'GGGGG']","[65, 3, 1, 1]"
3,"['crane', 'sprog', 'shire']","['XYXXG', 'GXYXX', 'GGGGG']","[40, 1, 1]"
4,"['crane', 'pilot', 'proud', 'proxy']","['XGXXX', 'GXXYX', 'GGGXX', 'GGGGG']","[51, 2, 1, 1]"
4,"['crane', 'gouts', 'joint', 'point']","['XXXGX', 'XGXYX', 'XGGGG', 'GGGGG']","[58, 2, 1, 1]"
3,"['crane', 'shout', 'robot']","['XYXXX', 'XXYXG', 'GGGGG']","[90, 1, 1]"
4,"['crane', 'trick', 'brick', 'prick']","['YGXXX', 'XGGGG', 'XGGGG', 'GGGGG']","[5, 2, 1, 1]"
5,"['crane', 'niche', 'mince', 'since', 'wince']","['YXXYG', 'YGYXG', 'XGGGG', 'XGGGG', 'GGGGG']","[11, 3, 2, 1, 1]"
3,"['crane', 'crump', 'crimp']","['GGXXX', 'GGXGG', 'GGGGG']","[13, 1, 1]"
4,"['crane', 'pilot', 'blown', 'knoll']","['XXXYX', 'XXYYX', 'XYGXY', 'GGGGG']","[55, 4, 1, 1]"
4,"['crane', 'parol', 'augur', 'sugar']","['XYYXX', 'XYYXX', 'YGGYG', 'GGGGG']","[65, 4, 1, 1]"
5,"['crane', 'scald', 'aback', 'quack', 'whack']","['YXGXX', 'XYGXX', 'YXGGG', 'XXGGG', 'GGGGG']","[13, 3, 2, 1, 1]"
3,"['crane', 'gouts', 'mount']","['XXXGX', 'XGGYX', 'GGGGG']","[58, 1, 1]"
4,"['crane', 'rosit', 'dumpy', 'perky']","['XYXXY', 'YXXXX', 'XXXYG', 'GGGGG']","[122, 27, 1, 1]"
3,"['crane', 'mouch', 'could']","['GXXXX', 'XGGYX', 'GGGGG']","[25, 1, 1]"
