,steps,words,feedback,ncands
173,3,"['reais', 'right', 'rhino']","['GXXYX', 'GYXYX', 'GGGGG']","[3, 1, 1]"
174,3,"['reais', 'friar', 'viral']","['YXYYX', 'XYYGY', 'GGGGG']","[12, 1, 1]"
175,4,"['reais', 'civic', 'comic', 'conic']","['XXXGX', 'GYXGG', 'GGXGG', 'GGGGG']","[40, 4, 1, 1]"
176,2,"['reais', 'masse']","['XYYXY', 'GGGGG']","[28, 28]"
177,3,"['reais', 'music', 'sonic']","['XXXGY', 'XXYGG', 'GGGGG']","[9, 2, 2]"
178,4,"['reais', 'axial', 'final', 'vital']","['XXYYX', 'YXYGG', 'XGXGG', 'GGGGG']","[29, 3, 2, 2]"
179,3,"['reais', 'grace', 'trace']","['YYGXX', 'XGGGG', 'GGGGG']","[22, 2, 2]"
180,3,"['reais', 'sissy', 'using']","['XXXYY', 'YYYYX', 'GGGGG']","[53, 1, 1]"
181,5,"['reais', 'leave', 'death', 'beach', 'peach']","['XGGXX', 'XGGXY', 'XGGXG', 'XGGGG', 'GGGGG']","[21, 9, 2, 1, 1]"
182,4,"['reais', 'clank', 'coach', 'champ']","['XXGXX', 'GXGXX', 'GXGYY', 'GGGGG']","[33, 3, 2, 2]"
183,5,"['reais', 'canal', 'fauna', 'wagon', 'baton']","['XXYXX', 'XGYYX', 'XGXYY', 'XGXGG', 'GGGGG']","[150, 10, 2, 1, 1]"
184,6,"['reais', 'grace', 'trade', 'frame', 'brave', 'brake']","['YYGXX', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGXG', 'GGGGG']","[22, 6, 3, 2, 1, 1]"
185,4,"['reais', 'booty', 'cluck', 'pluck']","['XXXXX', 'XXXXX', 'YGGGG', 'GGGGG']","[168, 19, 1, 1]"
186,4,"['reais', 'grace', 'crane', 'craze']","['YYGXX', 'XGGYG', 'GGGXG', 'GGGGG']","[22, 4, 3, 3]"
187,5,"['reais', 'drier', 'trite', 'prize', 'gripe']","['YYXYX', 'XGGYY', 'XGGXG', 'YGGXG', 'GGGGG']","[53, 14, 9, 1, 1]"
188,5,"['reais', 'heart', 'pearl', 'beard', 'weary']","['YGGXX', 'XGGGX', 'XGGGX', 'XGGGX', 'GGGGG']","[8, 5, 3, 2, 2]"
189,3,"['reais', 'icily', 'picky']","['XXXYX', 'YYYXG', 'GGGGG']","[118, 1, 1]"
190,4,"['reais', 'eagle', 'above', 'acute']","['XYYXX', 'YYXXG', 'GXXXG', 'GGGGG']","[90, 7, 1, 1]"
191,3,"['reais', 'merry', 'ferry']","['YGXXX', 'XGGGG', 'GGGGG']","[34, 2, 2]"
192,2,"['reais', 'aside']","['XYYYY', 'GGGGG']","[2, 2]"
