,steps,words,feedback,ncands
116,3,"['tales', 'irony', 'dowry']","['XXXXX', 'XYYXG', 'GGGGG']","[221, 5, 5]"
117,4,"['tales', 'nitro', 'youth', 'ought']","['YXXXX', 'XXYXY', 'XYYYY', 'GGGGG']","[87, 8, 1, 1]"
118,2,"['tales', 'belch']","['XXGYX', 'GGGGG']","[16, 16]"
119,3,"['tales', 'nitro', 'dutch']","['YXXXX', 'XXGXX', 'GGGGG']","[87, 4, 4]"
120,2,"['tales', 'pilot']","['YXGXX', 'GGGGG']","[3, 3]"
121,3,"['tales', 'threw', 'tweed']","['GXXGX', 'GXXGY', 'GGGGG']","[15, 2, 2]"
122,3,"['tales', 'outer', 'comet']","['YXXGX', 'YXYGX', 'GGGGG']","[22, 2, 2]"
123,3,"['tales', 'chant', 'jaunt']","['YGXXX', 'XXYGG', 'GGGGG']","[31, 6, 6]"
124,5,"['tales', 'acred', 'vegan', 'hyena', 'enema']","['XYXYX', 'YXXYX', 'XYXYY', 'XXGYG', 'GGGGG']","[83, 13, 3, 1, 1]"
125,4,"['tales', 'upset', 'ester', 'steed']","['YXXGY', 'XXYGY', 'YYYGX', 'GGGGG']","[11, 3, 1, 1]"
126,3,"['tales', 'crass', 'abyss']","['XYXXG', 'XXYGG', 'GGGGG']","[7, 2, 2]"
127,3,"['tales', 'oculi', 'growl']","['XXYXX', 'YXXYX', 'GGGGG']","[99, 15, 15]"
128,4,"['tales', 'oculi', 'blind', 'fling']","['XXYXX', 'XXXYY', 'XGGGX', 'GGGGG']","[99, 10, 1, 1]"
129,5,"['tales', 'irone', 'money', 'woven', 'dozen']","['XXXGX', 'XXYYY', 'XGYGX', 'XGXGG', 'GGGGG']","[107, 8, 4, 1, 1]"
130,4,"['tales', 'irony', 'goody', 'boozy']","['XXXXX', 'XXGXG', 'XGGXG', 'GGGGG']","[221, 7, 3, 3]"
131,6,"['tales', 'irone', 'prove', 'broke', 'froze', 'erode']","['XXXYX', 'XGGXG', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGGG']","[165, 8, 3, 2, 1, 1]"
132,3,"['tales', 'oculi', 'world']","['XXYXX', 'YXXGX', 'GGGGG']","[99, 7, 7]"
133,4,"['tales', 'irone', 'vogue', 'gouge']","['XXXYX', 'XXYXG', 'XGYYG', 'GGGGG']","[165, 4, 1, 1]"
134,4,"['tales', 'oculi', 'flick', 'click']","['XXYXX', 'XYXYY', 'XGGGG', 'GGGGG']","[99, 8, 1, 1]"
135,4,"['tales', 'noria', 'cigar', 'briar']","['XYXXX', 'XXYYY', 'XYXGG', 'GGGGG']","[102, 5, 2, 2]"
136,3,"['tales', 'caret', 'great']","['YYXYX', 'XYYYG', 'GGGGG']","[24, 3, 3]"
137,3,"['tales', 'aloft', 'altar']","['YYYXX', 'GGXXY', 'GGGGG']","[14, 1, 1]"
138,4,"['tales', 'doily', 'bulky', 'pulpy']","['XXGXX', 'XXXYG', 'XGGXG', 'GGGGG']","[27, 2, 1, 1]"
139,4,"['tales', 'until', 'moult', 'blurt']","['YXYXX', 'YXYXY', 'XXGYG', 'GGGGG']","[18, 4, 1, 1]"
140,3,"['tales', 'starn', 'coast']","['YYXXY', 'YYGXX', 'GGGGG']","[26, 2, 2]"
141,4,"['tales', 'irony', 'dumpy', 'duchy']","['XXXXX', 'XXXXG', 'GGXXG', 'GGGGG']","[221, 16, 1, 1]"
142,3,"['tales', 'irony', 'groin']","['XXXXX', 'YGGYX', 'GGGGG']","[221, 1, 1]"
143,4,"['tales', 'irone', 'diver', 'fixer']","['XXXGX', 'YYXXY', 'XGXGG', 'GGGGG']","[107, 11, 4, 4]"
144,4,"['tales', 'irony', 'croup', 'group']","['XXXXX', 'XGGXX', 'XGGGG', 'GGGGG']","[221, 13, 1, 1]"
145,4,"['tales', 'irone', 'forge', 'rogue']","['XXXYX', 'XYYXG', 'XGYYG', 'GGGGG']","[165, 7, 1, 1]"
146,4,"['tales', 'manly', 'gaily', 'badly']","['XGYXX', 'XGXGG', 'XGXGG', 'GGGGG']","[18, 4, 1, 1]"
147,3,"['tales', 'starn', 'smart']","['YYXXY', 'GYGGX', 'GGGGG']","[26, 1, 1]"
148,3,"['tales', 'nitro', 'pithy']","['YXXXX', 'XGGXX', 'GGGGG']","[87, 9, 9]"
149,3,"['tales', 'carny', 'gaudy']","['XGXXX', 'XGXXG', 'GGGGG']","[82, 9, 9]"
150,4,"['tales', 'oculi', 'child', 'chill']","['XXYXX', 'XYXGY', 'GGGGX', 'GGGGG']","[99, 2, 1, 1]"
151,3,"['tales', 'irone', 'heron']","['XXXYX', 'XYYYY', 'GGGGG']","[165, 1, 1]"
